NA, 1, 01/11/2022 10:42:11, No
NA, 1, 01/11/2022 10:42:12, No
NA, 1, 01/11/2022 10:42:13, No
NA, 1, 01/11/2022 10:42:14, No
NA, 1, 01/11/2022 10:42:15, No
NA, 1, 01/11/2022 10:42:16, No
NA, 1, 01/11/2022 10:42:17, No
NA, 1, 01/11/2022 10:42:18, No
NA, 1, 01/11/2022 10:42:19, No
NA, 1, 01/11/2022 10:42:20, No
NA, 1, 01/11/2022 10:42:21, No
NA, 1, 01/11/2022 10:42:22, No
NA, 1, 01/11/2022 10:42:23, No
NA, 1, 01/11/2022 10:42:24, No
NA, 1, 01/11/2022 10:42:25, No
NA, 1, 01/11/2022 10:42:26, No
NA, 1, 01/11/2022 10:42:27, No
NA, 1, 01/11/2022 10:42:28, No
NA, 1, 01/11/2022 10:42:29, No
NA, 1, 01/11/2022 10:42:30, No
NA, 1, 01/11/2022 10:42:31, No
NA, 1, 01/11/2022 10:42:32, No
NA, 1, 01/11/2022 10:42:33, No
NA, 1, 01/11/2022 10:42:34, No
NA, 1, 01/11/2022 10:42:35, No
NA, 1, 01/11/2022 10:42:36, No
NA, 1, 01/11/2022 10:42:37, No
NA, 1, 01/11/2022 10:42:38, No
NA, 1, 01/11/2022 10:42:39, No
NA, 1, 01/11/2022 10:42:40, No
NA, 1, 01/11/2022 10:42:41, No
NA, 1, 01/11/2022 10:42:42, No
NA, 1, 01/11/2022 10:42:43, No
0, 0, 01/11/2022 10:44:14, No
0, 0, 01/11/2022 10:44:15, No
0, 0, 01/11/2022 10:44:16, No
0, 0, 01/11/2022 10:44:17, No
0, 0, 01/11/2022 10:44:18, No
0, 0, 01/11/2022 10:44:19, No
0, 0, 01/11/2022 10:44:20, No
0, 0, 01/11/2022 10:44:21, No
0, 0, 01/11/2022 10:44:22, No
0, 0, 01/11/2022 10:44:23, No
0, 0, 01/11/2022 10:44:24, No
0, 0, 01/11/2022 10:44:25, No
0, 0, 01/11/2022 10:44:26, No
0, 0, 01/11/2022 10:44:27, No
0, 0, 01/11/2022 10:44:28, No
0, 0, 01/11/2022 10:44:29, No
0, 0, 01/11/2022 10:44:30, No
0, 0, 01/11/2022 10:44:31, No
0, 0, 01/11/2022 10:44:32, No
0, 0, 01/11/2022 10:44:33, No
0, 0, 01/11/2022 10:44:34, No
0, 0, 01/11/2022 10:44:35, No
0, 0, 01/11/2022 10:44:36, No
0, 0, 01/11/2022 10:44:37, No
0, 0, 01/11/2022 10:44:38, No
0, 0, 01/11/2022 10:44:39, No
0, 0, 01/11/2022 10:44:40, No
0, 0, 01/11/2022 10:44:41, No
0, 0, 01/11/2022 10:44:42, No
0, 0, 01/11/2022 10:44:43, No
0, 0, 01/11/2022 10:44:44, No
0, 0, 01/11/2022 10:44:45, No
0, 0, 01/11/2022 10:44:46, No
0, 0, 01/11/2022 10:44:47, No
0, 0, 01/11/2022 10:44:48, No
0, 0, 01/11/2022 10:44:49, No
0, 0, 01/11/2022 10:44:50, No
0, 3, 01/11/2022 11:16:36, Yes
0, 2, 01/11/2022 11:16:36, No
0, 3, 01/11/2022 11:16:37, Yes
0, 3, 01/11/2022 11:16:38, Yes
0, 3, 01/11/2022 11:16:39, Yes
0, 2, 01/11/2022 11:16:40, No
0, 3, 01/11/2022 11:16:41, Yes
0, 4, 01/11/2022 11:16:42, Yes
0, 3, 01/11/2022 11:16:42, Yes
0, 2, 01/11/2022 11:16:43, No
0, 3, 01/11/2022 11:16:43, Yes
0, 2, 01/11/2022 11:16:44, No
0, 2, 01/11/2022 11:16:45, No
0, 1, 01/11/2022 11:16:45, No
0, 1, 01/11/2022 11:16:46, No
0, 1, 01/11/2022 11:16:47, No
0, 1, 01/11/2022 11:16:48, No
0, 1, 01/11/2022 11:16:49, No
0, 1, 01/11/2022 11:16:50, No
0, 1, 01/11/2022 11:16:51, No
0, 1, 01/11/2022 11:16:52, No
0, 1, 01/11/2022 11:16:53, No
0, 1, 01/11/2022 11:16:54, No
0, 1, 01/11/2022 11:16:55, No
0, 1, 01/11/2022 11:16:56, No
0, 1, 01/11/2022 11:16:57, No
NA, 1, 01/11/2022 14:44:19, No
NA, 1, 01/11/2022 14:44:20, No
NA, 1, 01/11/2022 14:44:21, No
NA, 1, 01/11/2022 14:44:22, No
NA, 1, 01/11/2022 14:44:23, No
NA, 1, 01/11/2022 14:44:24, No
NA, 1, 01/11/2022 14:44:25, No
NA, 1, 01/11/2022 14:44:26, No
NA, 1, 01/11/2022 14:44:27, No
NA, 1, 01/11/2022 14:44:28, No
NA, 1, 01/11/2022 14:44:29, No
NA, 1, 01/11/2022 14:44:30, No
NA, 1, 01/11/2022 14:44:31, No
NA, 1, 01/11/2022 14:44:32, No
NA, 1, 01/11/2022 14:44:33, No
NA, 1, 01/11/2022 14:44:34, No
NA, 1, 01/11/2022 14:44:35, No
NA, 1, 01/11/2022 14:44:36, No
NA, 1, 01/11/2022 14:44:37, No
NA, 1, 01/11/2022 14:44:38, No
NA, 1, 01/11/2022 14:44:39, No
NA, 1, 01/11/2022 14:44:40, No
NA, 1, 01/11/2022 14:44:41, No
NA, 1, 01/11/2022 14:44:42, No
NA, 1, 01/11/2022 14:44:43, No
NA, 1, 01/11/2022 14:44:44, No
NA, 1, 01/11/2022 14:44:45, No
NA, 1, 01/11/2022 14:44:46, No
NA, 1, 01/11/2022 14:44:47, No
NA, 1, 01/11/2022 14:44:48, No
NA, 1, 01/11/2022 14:44:49, No
NA, 1, 01/11/2022 14:44:50, No
NA, 1, 01/11/2022 14:44:51, No
NA, 1, 01/11/2022 14:44:52, No
NA, 1, 01/11/2022 14:44:53, No
NA, 1, 01/11/2022 14:44:54, No
NA, 1, 01/11/2022 14:44:55, No
NA, 1, 01/11/2022 14:44:56, No
NA, 1, 01/11/2022 14:44:57, No
NA, 1, 01/11/2022 14:44:58, No
NA, 1, 01/11/2022 14:44:59, No
NA, 1, 01/11/2022 14:45:00, No
NA, 1, 01/11/2022 14:45:01, No
NA, 1, 01/11/2022 14:45:02, No
NA, 1, 01/11/2022 14:45:03, No
NA, 1, 01/11/2022 14:45:04, No
NA, 1, 01/11/2022 14:45:05, No
NA, 1, 01/11/2022 14:45:06, No
NA, 1, 01/11/2022 14:45:07, No
NA, 1, 01/11/2022 14:45:08, No
NA, 3, 01/11/2022 14:45:09, No
NA, 1, 01/11/2022 14:45:09, No
NA, 1, 01/11/2022 14:45:10, No
NA, 2, 01/11/2022 14:45:10, No
NA, 1, 01/11/2022 14:45:11, No
NA, 1, 01/11/2022 14:45:12, No
NA, 1, 01/11/2022 14:45:13, No
NA, 1, 01/11/2022 14:45:14, No
NA, 1, 01/11/2022 14:45:15, No
NA, 1, 01/11/2022 14:45:16, No
NA, 1, 01/11/2022 14:45:17, No
NA, 1, 01/11/2022 14:45:18, No
NA, 1, 01/11/2022 14:45:19, No
NA, 1, 01/11/2022 14:45:20, No
NA, 1, 01/11/2022 14:45:21, No
NA, 1, 01/11/2022 14:45:22, No
NA, 1, 01/11/2022 14:45:23, No
NA, 1, 01/11/2022 14:45:24, No
NA, 1, 01/11/2022 14:45:25, No
NA, 2, 01/11/2022 14:45:25, No
NA, 2, 01/11/2022 14:45:26, No
NA, 1, 01/11/2022 14:45:27, No
NA, 3, 01/11/2022 14:45:27, No
NA, 2, 01/11/2022 14:45:27, No
NA, 2, 01/11/2022 14:45:28, No
0, 2, 01/12/2022 20:38:14, No
0, 2, 01/12/2022 20:38:15, No
0, 2, 01/12/2022 20:38:16, No
0, 2, 01/12/2022 20:38:17, No
0, 2, 01/12/2022 20:38:18, No
0, 2, 01/12/2022 20:38:19, No
0, 2, 01/12/2022 20:38:20, No
0, 2, 01/12/2022 20:38:21, No
0, 2, 01/12/2022 20:38:22, No
0, 2, 01/12/2022 20:38:23, No
0, 2, 01/12/2022 20:38:24, No
0, 2, 01/12/2022 20:38:25, No
0, 2, 01/12/2022 20:38:26, No
0, 2, 01/12/2022 20:38:27, No
0, 2, 01/12/2022 20:38:28, No
0, 2, 01/12/2022 20:38:29, No
0, 2, 01/12/2022 20:38:30, No
0, 2, 01/12/2022 20:38:31, No
0, 2, 01/12/2022 20:38:32, No
0, 2, 01/12/2022 20:38:33, No
0, 1, 01/12/2022 20:38:34, No
0, 1, 01/12/2022 22:17:29, No
0, 0, 01/12/2022 22:17:29, No
0, 0, 01/12/2022 22:17:30, No
0, 0, 01/12/2022 22:17:31, No
0, 0, 01/12/2022 22:17:32, No
0, 0, 01/12/2022 22:17:33, No
0, 0, 01/12/2022 22:17:34, No
